Brand_Standard_Name,Standard_Drinks_Name,Size,冰量,熱量,糖量
50嵐,8冰茶,L,I,160,40
50嵐,8冰茶,M,I,120,30
50嵐,8冰綠,L,I,160,40
50嵐,8冰綠,M,I,120,30
50嵐,仙草凍奶茶,L,I,80,20
50嵐,仙草凍奶茶,M,I,40,10
50嵐,可可芭蕾,L,I,80,20
50嵐,可可芭蕾,M,I,60,15
50嵐,可可芭蕾拿鐵,L,I,80,20
50嵐,可可芭蕾拿鐵,M,I,60,15
50嵐,四季春奶青,L,I,160,40
50嵐,四季春奶青,M,I,120,30
50嵐,四季春青茶,L,I,160,40
50嵐,四季春青茶,M,I,120,30
50嵐,奶茶,L,I,160,40
50嵐,奶茶,M,I,120,30
50嵐,奶綠,L,I,160,40
50嵐,奶綠,M,I,120,30
50嵐,布丁奶茶,L,I,120,30
50嵐,布丁奶茶,M,I,80,20
50嵐,布丁青茶,L,I,120,30
50嵐,布丁青茶,M,I,80,20
50嵐,布丁紅茶,L,I,120,30
50嵐,布丁紅茶,M,I,80,20
50嵐,布丁烏龍,L,I,120,30
50嵐,布丁烏龍,M,I,80,20
50嵐,布丁綠茶,L,I,120,30
50嵐,布丁綠茶,M,I,80,20
50嵐,冰淇淋紅茶,L,I,120,30
50嵐,冰淇淋紅茶,M,I,80,20
50嵐,波霸奶茶,L,I,120,30
50嵐,波霸奶茶,M,I,80,20
50嵐,波霸奶綠,L,I,120,30
50嵐,波霸奶綠,M,I,80,20
50嵐,波霸青,L,I,120,30
50嵐,波霸青,M,I,80,20
50嵐,波霸紅,L,I,120,30
50嵐,波霸紅,M,I,80,20
50嵐,波霸烏,L,I,120,30
50嵐,波霸烏,M,I,80,20
50嵐,波霸綠,L,I,120,30
50嵐,波霸綠,M,I,80,20
50嵐,金桔檸檬,L,I,200,50
50嵐,金桔檸檬,M,I,140,35
50嵐,金桔檸檬蜜,L,I,200,50
50嵐,金桔檸檬蜜,M,I,140,35
50嵐,阿華田,L,I,80,20
50嵐,阿華田,M,I,60,15
50嵐,阿華田拿鐵,L,I,80,20
50嵐,阿華田拿鐵,M,I,60,15
50嵐,阿薩姆紅茶,L,I,160,40
50嵐,阿薩姆紅茶,M,I,120,30
50嵐,珍珠奶茶,L,I,120,30
50嵐,珍珠奶茶,M,I,80,20
50嵐,珍珠奶綠,L,I,120,30
50嵐,珍珠奶綠,M,I,80,20
50嵐,珍珠青茶,L,I,120,30
50嵐,珍珠青茶,M,I,80,20
50嵐,珍珠紅茶,L,I,120,30
50嵐,珍珠紅茶,M,I,80,20
50嵐,珍珠烏龍,L,I,120,30
50嵐,珍珠烏龍,M,I,80,20
50嵐,珍珠綠茶,L,I,120,30
50嵐,珍珠綠茶,M,I,80,20
50嵐,紅茶拿鐵,L,I,160,40
50嵐,紅茶拿鐵,M,I,120,30
50嵐,紅茶拿鐵奇朵,L,I,160,40
50嵐,紅茶拿鐵奇朵,M,I,120,30
50嵐,茉莉綠茶,L,I,160,40
50嵐,茉莉綠茶,M,I,120,30
50嵐,桑葚,L,I,160,40
50嵐,桑葚,M,I,120,30
50嵐,桔子綠,L,I,200,50
50嵐,桔子綠,M,I,140,35
50嵐,梅果醋,L,I,160,40
50嵐,梅果醋,M,I,120,30
50嵐,黃金烏龍奶茶,L,I,160,40
50嵐,黃金烏龍奶茶,M,I,120,30
50嵐,黃金烏龍拿鐵,L,I,160,40
50嵐,黃金烏龍拿鐵,M,I,120,30
50嵐,黃金烏龍茶,L,I,160,40
50嵐,黃金烏龍茶,M,I,120,30
50嵐,微檸檬青茶,L,I,200,40
50嵐,微檸檬青茶,M,I,140,35
50嵐,微檸檬紅茶,L,I,200,40
50嵐,微檸檬紅茶,M,I,140,35
50嵐,微檸檬烏龍,L,I,200,40
50嵐,微檸檬烏龍,M,I,140,35
50嵐,微檸檬綠茶,L,I,200,40
50嵐,微檸檬綠茶,M,I,140,35
50嵐,葡萄柚多多,L,I,160,40
50嵐,葡萄柚多多,M,I,120,30
50嵐,蜂蜜檸檬,L,I,160,40
50嵐,蜂蜜檸檬,M,I,120,30
50嵐,綠茶拿鐵,L,I,160,40
50嵐,綠茶拿鐵,M,I,120,30
50嵐,養樂多綠,L,I,160,40
50嵐,養樂多綠,M,I,120,30
50嵐,鮮柚汁,L,I,160,40
50嵐,鮮柚汁,M,I,120,30
50嵐,鮮柚綠,L,I,160,40
50嵐,鮮柚綠,M,I,120,30
50嵐,檸檬汁,L,I,200,50
50嵐,檸檬汁,M,I,140,35
50嵐,檸檬梅子,L,I,160,40
50嵐,檸檬梅子,M,I,120,30
50嵐,檸檬蜜,L,I,160,50
50嵐,檸檬蜜,L,I,200,50
50嵐,檸檬蜜,M,I,120,30
50嵐,檸檬蜜,M,I,140,35
50嵐,檸檬養樂多,L,I,160,40
50嵐,檸檬養樂多,M,I,120,30
Comebuy,文山包種,L,I,183.6,43.1
Comebuy,文山包種拿鐵,L,I,298.1,52.3
Comebuy,仙草凍奶茶,L,I,487.3,36.9
Comebuy,四季春,L,I,183.6,43.1
Comebuy,四季春奶茶,L,I,525.4,50.1
Comebuy,四季春拿鐵,L,I,298.1,52.3
Comebuy,玉荷冰綠,L,I,284.8,68.6
Comebuy,白桃蜜烏龍,L,I,198,44.9
Comebuy,宇治抹茶,L,I,485.2,60.9
Comebuy,百香搖果樂,L,I,470.2,79.9
Comebuy,百香搖果樂,M,I,365.3,61.1
Comebuy,抹茶拿鐵,L,I,523.2,53.7
Comebuy,抹茶拿鐵,M,I,425.5,42.4
Comebuy,招牌奶茶,L,I,525.4,50.1
Comebuy,招牌奶茶,M,I,440.4,42.1
Comebuy,東方美人,L,I,183.6,43.1
Comebuy,玩火,L,I,183.6,43.1
Comebuy,玩火奶茶,L,I,525.4,50.1
Comebuy,玫瑰普洱,L,I,183.6,43.1
Comebuy,玫瑰普洱奶茶,L,I,525.4,50.1
Comebuy,玫瑰普洱拿鐵,L,I,298.1,52.3
Comebuy,芭樂多多,L,I,393.9,80.9
Comebuy,芭樂多多,M,I,301.8,61.9
Comebuy,芭樂檸檬綠,L,I,359,81.8
Comebuy,金芒果優酪,L,I,318.7,68.7
Comebuy,金桔檸檬,L,I,332.4,71.8
Comebuy,金桔檸檬,M,I,266.3,57.4
Comebuy,金萱拿鐵,L,I,298.1,52.3
Comebuy,金萱茶,L,I,183,43.1
Comebuy,青檸香柚QQ,L,I,284.5,63.5
Comebuy,珍珠奶茶,L,I,690.9,62.9
Comebuy,珍珠奶茶,M,I,521.6,43.2
Comebuy,珍珠奶綠,L,I,690.9,62.9
Comebuy,珍珠奶綠,M,I,521.6,43.2
Comebuy,茉莉烏龍,L,I,183,43.1
Comebuy,茉莉烏龍奶茶,L,I,525.4,50.1
Comebuy,茉莉烏龍拿鐵,L,I,298.1,52.3
Comebuy,茉莉綠茶,L,I,122.4,287
Comebuy,茉莉綠茶,M,I,91.8,21.5
Comebuy,桂花四季春,L,I,170.4,41.4
Comebuy,桂花奶綠,L,I,496,46.4
Comebuy,桂花奶綠,M,I,414.1,38.7
Comebuy,桂圓紅棗,L,H,220.8,49.6
Comebuy,烏瓦紅茶拿鐵,L,I,298.1,52.3
Comebuy,烏龍奶茶,L,I,525.4,50.1
Comebuy,烏龍拿鐵,L,I,298.1,52.3
Comebuy,烏龍綠茶,L,I,183.6,43.1
Comebuy,粉條奶茶,L,I,731,69.8
Comebuy,粉條奶茶,M,I,553.2,48.7
Comebuy,荔枝玉露,L,I,366.2,88.6
Comebuy,荔枝玉露,M,I,291.4,70.7
Comebuy,斯里蘭卡烏瓦紅茶,L,I,183.6,43.1
Comebuy,港式厚奶,M,I,316.8,53.4
Comebuy,紫米可可,L,H,589.5,61
Comebuy,紫米可可,M,H,466.8,47.7
Comebuy,紫米奶茶,L,H,569,56.2
Comebuy,紫米奶茶,M,H,464.4,44.3
Comebuy,超桔霸氣飲,L,I,228,52.3
Comebuy,黃金奶綠,L,I,525.4,50.1
Comebuy,黃金奶綠,M,I,440.4,42.1
Comebuy,黑糖薑汁可可,L,H,479.4,53.5
Comebuy,嗨神,L,I,183.6,43.1
Comebuy,嗨神奶茶,L,I,525.4,50.1
Comebuy,暖薑奶茶,L,H,407.3,47.4
Comebuy,暖薑茶,L,H,189.6,44
Comebuy,經典可可,L,I,545.9,55
Comebuy,經典可可,M,I,442.8,45.4
Comebuy,葡萄柚綠茶,L,I,219,50.9
Comebuy,蜂蜜紅茶,L,I,261.6,58.6
Comebuy,蜂蜜紅茶,M,I,196.2,44
Comebuy,蜂蜜綠茶,L,I,261,58.6
Comebuy,蜂蜜綠茶,M,I,196.2,44
Comebuy,蜂蜜蘆薈,L,I,306.4,69.8
Comebuy,蜂蜜蘆薈,M,I,232.6,53.1
Comebuy,話梅冰綠,L,I,317.7,71.8
Comebuy,話梅檸檬綠,L,I,355.9,75.8
Comebuy,碧螺春,L,I,91.8,21.5
Comebuy,鳳梨冰茶,L,I,293.1,56.5
Comebuy,熟滄觀音,L,I,183.6,43.1
Comebuy,熱桔茶,L,H,332.4,71.8
Comebuy,熱桔茶,M,H,266.3,57.4
Comebuy,熱檸紅茶,L,H,408.3,90.1
Comebuy,熱檸紅茶,M,H,345,75.8
Comebuy,熱檸綠茶,L,H,408.3,90.1
Comebuy,熱檸綠茶,M,H,345,75.8
Comebuy,養樂多綠茶,L,I,297,63.1
Comebuy,養樂多綠茶,M,I,230.4,49.1
Comebuy,錫蘭紅茶,L,I,183.6,43.1
Comebuy,錫蘭紅茶,M,I,153,35.9
Comebuy,鮮萃大麥奶茶,L,I,525.4,50.1
Comebuy,鮮萃大麥紅茶,L,I,91.8,21.5
Comebuy,檸檬紅茶,L,I,408.3,90.1
Comebuy,檸檬紅茶,M,I,345,75.8
Comebuy,檸檬愛玉風味飲,L,I,209.8,46
Comebuy,檸檬綠茶,L,I,408,90.1
Comebuy,檸檬綠茶,M,I,345,75.8
Comebuy,雙Q奶茶1號條,L,I,711,66.3
Comebuy,雙Q奶茶1號條,M,I,537.4,45.9
Comebuy,雙Q奶茶2號芋,L,I,698.1,68.1
Comebuy,雙Q奶茶2號芋,M,I,527.3,47.3
Comebuy,蘋果冰茶,L,I,322.7,72.5
Comebuy,蘋果冰茶,M,I,257.9,7.8
Comebuy,纖美小紫蘇,L,I,181.9,40.3
Comebuy,觀音奶茶,L,I,525.4,50.1
Comebuy,觀音拿鐵,L,I,298.1,52.3
一沐日,手採高山青,L,I,200,48
一沐日,冬瓜仙草蜜,L,I,296,66
一沐日,冬瓜青茶,L,I,350,82
一沐日,冬瓜紅茶,L,I,350,82
一沐日,冬瓜檸檬,L,I,408,98
一沐日,奶蓋島韻紅,L,I,426,38
一沐日,奶蓋烏龍茶,L,I,426,38
一沐日,奶蓋蕎麥茶,L,I,226,2
一沐日,奶蓋糯香茶,L,I,426,38
一沐日,油切蕎麥茶,L,I,5,0
一沐日,炭焙烏龍,L,I,200,48
一沐日,島韻紅奶茶,L,I,500,70
一沐日,島韻紅茶,L,I,200,48
一沐日,島韻鮮奶茶,L,I,324,50
一沐日,桂花蕎麥茶,L,I,129,25
一沐日,烏龍鮮奶茶,L,I,324,50
一沐日,粉粿桂花檸檬,L,I,359,76
一沐日,粉粿黑糖奶茶,L,I,436,61
一沐日,粉粿黑糖檸檬,L,I,354,76
一沐日,荔枝烏龍,L,I,351,75
一沐日,荔枝蘆薈,L,I,267,59
一沐日,梅果紅茶,L,I,301,72
一沐日,逮丸奶茶,L,I,630,74
一沐日,黃金柚烏龍,L,I,420,96
一沐日,黃金蕎麥奶茶,L,I,450,70
一沐日,極黑芝麻奶茶,L,I,554,74
一沐日,極黑芝麻鮮奶茶,L,I,503,57
一沐日,養樂多青茶,L,I,357,82
一沐日,蕎麥鮮奶茶,L,I,304,50
一沐日,鮮葡萄柚青茶,L,I,211,49
一沐日,檸檬高山青,L,I,385,87
一沐日,糯米香茶,L,I,200,48
一沐日,糯香奶茶,L,I,492,70
一沐日,糯香鮮奶茶,L,I,324,50
一沐日,糯香檸檬茶,L,I,385,87
上宇林,三窨花綠茶,L,I,172,40
上宇林,上宇林青茶,L,I,172,40
上宇林,上宇林紅茶,L,I,172,40
上宇林,東方美人,L,I,172,40
上宇林,青龍茗茶,L,I,172,40
上宇林,紅龍茗茶,L,I,172,40
上宇林,綠龍茗茶,L,I,172,40
上宇林,蟲蝕烏龍茶,L,I,172,40
上宇林,雪浮奶青茶,L,I,306,75
上宇林,雪浮奶紅茶,L,I,306,75
上宇林,雪浮奶美人,L,I,306,75
上宇林,雪浮奶烏龍,L,I,306,75
上宇林,雪浮奶綠茶,L,I,306,75
上宇林,太極鮮奶茶,L,I,470,117.5
上宇林,手工粉角鮮奶茶,L,I,470,117.5
上宇林,仙草凍鮮奶茶,L,I,268,65
上宇林,冬瓜鮮奶,L,I,246,60
上宇林,冬瓜鮮奶茶,L,I,246,60
上宇林,布丁鮮奶茶,L,I,371,95
上宇林,冰淇淋鮮奶茶,L,I,426,105
上宇林,珍珠鮮奶茶,L,I,470,117.5
上宇林,紅龍鮮奶茶,L,I,298,75
上宇林,美人鮮奶茶,L,I,298,75
上宇林,茉莉綠茶凍鮮奶茶,L,I,361,90
上宇林,烏龍鮮奶茶,L,I,298,75
上宇林,椰果鮮奶茶,L,I,391,100
上宇林,義式奶酪鮮奶茶,L,I,501,125
上宇林,鼎極鮮奶茶,L,I,298,75
上宇林,鮮奶青茶,L,I,298,75
上宇林,鮮奶綠茶,L,I,298,75
上宇林,鐵觀音鮮奶茶,L,I,298,75
上宇林,甘蔗拿鐵,L,I,261,65
上宇林,太極冬瓜茶,L,I,317,80
上宇林,太極青茶,L,I,379,95
上宇林,太極紅茶,L,I,379,95
上宇林,太極烏龍茶,L,I,379,95
上宇林,太極綠茶,L,I,379,95
上宇林,手工粉角冬瓜茶,L,I,327,80
上宇林,手工粉角青茶,L,I,378,90
上宇林,手工粉角紅茶,L,I,378,90
上宇林,手工粉角烏龍茶,L,I,378,90
上宇林,手工粉角綠茶,L,I,378,90
上宇林,仙草凍冬瓜茶,L,I,124,30
上宇林,仙草凍青茶,L,I,176,40
上宇林,桂圓紅棗茶,L,H,390,95
上宇林,桂圓紅棗鮮奶茶,L,H,492,120
上宇林,薑母茶,L,H,355,85
上宇林,薑軍鮮奶茶,L,H,458,110
上宇林,精鐉雨林,瓶,I,0,0
上宇林,仙草凍紅茶,L,I,176,40
上宇林,仙草凍烏龍茶,L,I,176,40
上宇林,仙草凍綠茶,L,I,176,40
上宇林,冬瓜青茶,L,I,134,32.5
上宇林,冬瓜茶,L,I,134,32.5
上宇林,冬瓜綠茶,L,I,134,32.5
上宇林,布丁冬瓜茶,L,I,278,55
上宇林,布丁青茶,L,I,280,70
上宇林,布丁紅茶,L,I,280,70
上宇林,布丁烏龍茶,L,I,280,70
上宇林,布丁綠茶,L,I,280,70
上宇林,甘蔗青茶,L,I,170,40
上宇林,甘蔗柳橙,L,I,170,40
上宇林,甘蔗紅茶,L,I,122,40
上宇林,甘蔗烏龍茶,L,I,170,40
上宇林,甘蔗綠茶,L,I,122,40
上宇林,甘蔗蔓越莓,L,I,174,40
上宇林,甘蔗檸檬,L,I,146,35
上宇林,冰淇淋冬瓜茶,L,I,283,70
上宇林,冰淇淋青茶,L,I,335,80
上宇林,冰淇淋紅茶,L,I,335,80
上宇林,冰淇淋烏龍茶,L,I,335,80
上宇林,冰淇淋綠茶,L,I,335,80
上宇林,柳橙青茶,L,I,144,35
上宇林,柳橙綠茶,L,I,144,35
上宇林,珍珠冬瓜茶,L,I,327,80
上宇林,珍珠青茶,L,I,379,90
上宇林,珍珠紅茶,L,I,379,90
上宇林,珍珠烏龍茶,L,I,379,90
上宇林,珍珠綠茶,L,I,379,90
上宇林,茉莉綠茶凍綠茶,L,I,269,65
上宇林,泰式奶茶,L,I,441,110
上宇林,梅香綠茶,L,I,120,30
上宇林,黃金多多綠,L,I,296,70
上宇林,葡萄柚青茶,L,I,148,35
上宇林,葡萄柚綠茶,L,I,148,35
上宇林,翠梅綠茶,L,I,140,35
上宇林,蔓越莓青茶,L,I,156,37.5
上宇林,蔓越莓紅茶,L,I,156,37.5
上宇林,蔓越莓綠茶,L,I,156,37.5
上宇林,檸檬冬瓜茶,L,I,146,35
上宇林,檸檬青茶,L,I,153,35
上宇林,檸檬紅茶,L,I,153,35
上宇林,檸檬綠茶,L,I,153,35
上宇林,蘋果冬瓜茶,L,I,276,60
上宇林,蘋果青茶,L,I,299,75
上宇林,蘋果紅茶,L,I,299,75
上宇林,蘋果烏龍茶,L,I,299,75
上宇林,蘋果綠茶,L,I,299,75
迷客夏,大正醇香紅茶,L,I,165,36
迷客夏,Q角茉香拿鐵,L,I,468,71
迷客夏,Q角茉香拿鐵,M,I,299,47
迷客夏,大正紅茶拿鐵,L,I,221,36
迷客夏,大正紅茶拿鐵,M,I,169,20
迷客夏,布朗紅茶拿鐵,L,I,312,47
迷客夏,布朗紅茶拿鐵,M,I,250,38
迷客夏,伯爵可可拿鐵,L,I,327,44
迷客夏,伯爵可可拿鐵,M,I,247,33
迷客夏,伯爵紅茶拿鐵,L,I,236,34
迷客夏,伯爵紅茶拿鐵,M,I,179,27
迷客夏,珍珠大正紅茶拿鐵,L,I,407,34
迷客夏,珍珠大正紅茶拿鐵,M,I,300,27
迷客夏,珍珠伯爵紅茶拿鐵,L,I,426,35
迷客夏,珍珠伯爵紅茶拿鐵,M,I,315,28
迷客夏,珍珠娜杯紅茶拿鐵,L,I,402,35
迷客夏,珍珠娜杯紅茶拿鐵,M,I,299,27
迷客夏,茉香綠茶拿鐵,L,I,219,33
迷客夏,茉香綠茶拿鐵,M,I,166,26
迷客夏,娜杯紅茶拿鐵,L,I,230,38
迷客夏,娜杯紅茶拿鐵,M,I,178,31
迷客夏,焙香大麥拿鐵,L,I,169,25
迷客夏,焙香大麥拿鐵,M,I,125,19
迷客夏,手炒黑糖鮮奶,L,I,436,55
迷客夏,手炒黑糖鮮奶,M,I,334,41
迷客夏,芋頭鮮奶,L,I,463,41
迷客夏,芋頭鮮奶,M,I,343,31
迷客夏,法芙娜純可可鮮奶,L,I,429,49
迷客夏,法芙娜純可可鮮奶,M,I,312,36
迷客夏,珍珠手炒黑糖鮮奶,L,I,559,55
迷客夏,珍珠手炒黑糖鮮奶,M,I,452,40
迷客夏,珍珠鮮奶,L,I,477,26
迷客夏,珍珠鮮奶,M,I,356,20
迷客夏,嫩仙草凍奶,L,I,393,54
迷客夏,嫩仙草凍奶,M,I,303,40
迷客夏,水之森玄米抹茶,L,I,144,30
迷客夏,玄米抹茶乳香拿鐵,L,I,407,51
迷客夏,玄米抹茶乳香拿鐵,M,I,296,37
迷客夏,靜岡焙茶拿鐵(青茶),L,I,297,50
迷客夏,靜岡焙茶拿鐵(青茶),M,I,231,39
迷客夏,靜岡焙茶拿鐵(烏龍),L,I,297,50
